file,chuffed_time,chuffed_totalTime,chuffed_propagations,chuffed_failures,noc_bool_time,noc_bool_totalTime,noc_bool_conflicts,noc_int_time,noc_int_totalTime,noc_int_conflicts,noc_int_eagerLits,noc_int_lazyLits,noc_int_cpCalls,lazy_default_time,lazy_default_totalTime,lazy_default_conflicts,lazy_default_cpCalls,lazy_custom_time,lazy_custom_totalTime,lazy_custom_conflicts,lazy_custom_cpCalls,eager_default_time,eager_default_totalTime,eager_default_conflicts,eager_default_cpCalls,eager_custom_time,eager_custom_totalTime,eager_custom_conflicts,eager_custom_cpCalls,balanced_custom_time,balanced_custom_totalTime,balanced_custom_conflicts,balanced_custom_cpCalls,chuffed_status,eager_custom_status,eager_default_status,balanced_custom_status,lazy_custom_status,noc_int_status,noc_bool_status,lazy_default_status
Buffer_ABP(BW)_(datasize=4_capacity=1_windowsize=1)eq=branching-sim.dzn,0.026661658,0.011,90,0,0.015525091,0.003583166,1,0.01436528,0.002346042,1,1124,0,82,0.015202332,0.001769584,1,82,0.102804172,0.061067291,1,552,0.014901412,0.002403208,1,82,0.097307312,0.061853125,1,552,0.108183622,0.089494875,1,552,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
Buffer_ABP(BW)_(datasize=4_capacity=1_windowsize=1)eq=strong-bisim.dzn,0.015149903,0,1,1,0.011593258,8.79E-05,1,0.011198807,6.33E-05,1,,,,0.012732995,7.27E-05,1,,0.011357713,5.41E-05,1,,0.011330926,7.22E-05,1,,0.011128533,6.37E-05,1,,0.011178279,4.05E-05,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
Buffer_ABP(BW)_(datasize=4_capacity=1_windowsize=1)eq=weak-bisim.dzn,0.02911284,0.017,182,0,0.020068967,0.012396541,1,0.017883575,0.005647833,1,1284,0,154,0.01810571,0.003975792,1,154,0.453020227,0.298196458,1,894,0.0191939,0.005667708,1,154,0.44426893,0.305968917,1,894,0.463923144,0.440366334,1,894,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
Buffer_ABP_(datasize=2_capacity=1_windowsize=1)eq=branching-bisim.dzn,0.018170488,0.004,70,0,0.012704575,0.001126958,1,0.012012696,0.000784875,1,350,0,66,0.014142287,0.000597458,1,66,0.020765674,0.00863725,1,188,0.012127697,0.000788167,1,66,0.019925427,0.008749541,1,188,0.020640934,0.008731333,1,188,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
Buffer_ABP_(datasize=2_capacity=1_windowsize=1)eq=branching-sim.dzn,0.018150914,0.004,70,0,0.012659729,0.001137375,1,0.01207298,0.000644959,1,350,0,66,0.013367546,0.000669625,1,66,0.019577217,0.007184542,1,188,0.011433792,0.0007745,1,66,0.020397985,0.008692292,1,188,0.019194877,0.008660084,1,188,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
Buffer_ABP_(datasize=2_capacity=1_windowsize=1)eq=strong-bisim.dzn,0.0130036,0.001,1,1,0.011230576,6.93E-05,1,0.010974264,7.37E-05,1,,,,0.011283839,5.35E-05,1,,0.011003458,6.81E-05,1,,0.011189091,7.20E-05,1,,0.010891867,5.13E-05,1,,0.011214864,6.56E-05,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
Buffer_ABP_(datasize=2_capacity=1_windowsize=1)eq=weak-bisim.dzn,0.019614732,0.005,129,0,0.015021825,0.003484459,1,0.013862646,0.001527209,1,401,0,102,0.014230061,0.001627875,1,102,0.051165223,0.037811542,1,317,0.013948822,0.00244125,1,102,0.056116438,0.036293416,1,317,0.067717373,0.05337175,1,317,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
Buffer_ABP_(datasize=4_capacity=1_windowsize=1)eq=branching-bisim.dzn,0.023077989,0.009,138,0,0.014879251,0.003024292,1,0.013798571,0.00208325,1,842,0,130,0.014138162,0.001512084,1,130,0.046963513,0.031691125,1,422,0.013767946,0.0020485,1,130,0.047077715,0.033683041,1,422,0.063888609,0.049404459,1,422,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
Buffer_ABP_(datasize=4_capacity=1_windowsize=1)eq=branching-sim.dzn,0.022976041,0.009,138,0,0.01492461,0.003025333,1,0.013733554,0.002072333,1,842,0,130,0.013848794,0.001519791,1,130,0.046038103,0.033969208,1,422,0.014382577,0.002070208,1,130,0.046107697,0.034147709,1,422,0.054275882,0.034119042,1,422,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
Buffer_ABP_(datasize=4_capacity=1_windowsize=1)eq=strong-bisim.dzn,0.012368548,0,1,1,0.01083746,7.21E-05,1,0.011006844,7.10E-05,1,,,,0.011109555,4.67E-05,1,,0.011264062,6.82E-05,1,,0.011474657,4.47E-05,1,,0.011197472,6.79E-05,1,,0.011006641,6.80E-05,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
Buffer_ABP_(datasize=4_capacity=1_windowsize=1)eq=weak-bisim.dzn,0.02723794,0.012,209,0,0.0190889,0.012362083,1,0.017723036,0.00534825,1,961,0,178,0.021088421,0.004031625,1,178,0.267421842,0.186502167,1,679,0.017939913,0.005342625,1,178,0.254306173,0.166250792,1,679,0.271124649,0.243167291,1,679,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
Buffer_CABP_(datasize=2_capacity=1_windowsize=1)eq=branching-bisim.dzn,0.072923768,0.056,1,1,0.015554297,0.0017035,1,0.014409661,0.001332583,1,,,,0.014788854,0.00092925,1,,0.014622438,0.001354958,1,,0.014319468,0.00138075,1,,0.01470747,0.001327542,1,,0.014320397,0.00136025,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
Buffer_CABP_(datasize=2_capacity=1_windowsize=1)eq=branching-sim.dzn,0.070780146,0.044,1,1,0.016119206,0.001682083,1,0.014239752,0.001327375,1,,,,0.016024792,0.000935708,1,,0.014554799,0.001341667,1,,0.014403582,0.002602334,1,,0.014300787,0.001311584,1,,0.014306021,0.001397334,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
Buffer_CABP_(datasize=2_capacity=1_windowsize=1)eq=strong-bisim.dzn,0.012884533,0.001,1,1,0.011064482,7.13E-05,1,0.011281824,8.32E-05,1,,,,0.010865855,4.70E-05,1,,0.011003006,7.21E-05,1,,0.011087155,6.74E-05,1,,0.01109978,6.75E-05,1,,0.011112082,6.65E-05,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
Buffer_CABP_(datasize=2_capacity=1_windowsize=1)eq=weak-bisim.dzn,0.063551116,0.039,1,1,0.016867208,0.0023335,1,0.01603682,0.001875458,1,,,,0.015637159,0.001294875,1,,0.015923274,0.00187425,1,,0.01579839,0.001190125,1,,0.015953124,0.001368167,1,,0.0156407,0.001909625,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
Buffer_CABP_(datasize=4_capacity=1_windowsize=1)eq=branching-bisim.dzn,0.151731467,0.091,1,1,0.025096643,0.004320708,1,0.021502376,0.004799667,1,,,,0.021835423,0.005128625,1,,0.021455956,0.005041542,1,,0.021094072,0.005081875,1,,0.02229023,0.004080959,1,,0.021144772,0.004474417,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
Buffer_CABP_(datasize=4_capacity=1_windowsize=1)eq=branching-sim.dzn,0.168552244,0.138,1,1,0.023824847,0.008697917,1,0.0212816,0.005737042,1,,,,0.024371564,0.005883292,1,,0.021374226,0.00496325,1,,0.021564102,0.004990125,1,,0.022322047,0.005000584,1,,0.021491802,0.004897875,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
Buffer_CABP_(datasize=4_capacity=1_windowsize=1)eq=strong-bisim.dzn,0.012475443,0.001,1,1,0.011273551,4.93E-05,1,0.010969758,6.35E-05,1,,,,0.011429548,4.91E-05,1,,0.011399329,7.05E-05,1,,0.011490917,7.24E-05,1,,0.011234462,7.12E-05,1,,0.011368251,7.01E-05,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
Buffer_CABP_(datasize=4_capacity=1_windowsize=1)eq=weak-bisim.dzn,0.178864682,0.147,1,1,0.023603988,0.005114292,1,0.022727132,0.005308459,1,,,,0.027598178,0.004672417,1,,0.023572087,0.004754667,1,,0.024120629,0.004647666,1,,0.023714626,0.005170916,1,,0.02386651,0.005051125,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
Buffer_Onebit_(datasize=2_capacity=1_windowsize=1)eq=branching-bisim.dzn,11.57860398,11.554,1,1,0.883197451,0.405545792,1,15.26101708,14.80883488,1,,,,14.24860382,13.91002992,1,,14.95408082,14.46469429,1,,15.23864293,14.74167654,1,,12.06343508,11.68200342,1,,15.30791402,14.81295283,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
Buffer_Onebit_(datasize=2_capacity=1_windowsize=1)eq=branching-sim.dzn,11.78986597,11.62,1,1,0.859162366,0.399380917,1,15.27264714,14.789148,1,,,,14.65450406,14.29732563,1,,15.50554395,15.00929042,1,,15.06131411,14.5572585,1,,15.17555594,14.66917379,1,,15.17636704,14.66210092,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
Buffer_Onebit_(datasize=2_capacity=1_windowsize=1)eq=strong-bisim.dzn,0.012609184,0.001,1,1,0.011170971,6.75E-05,1,0.011184084,6.93E-05,1,,,,0.011511385,5.93E-05,1,,0.011446464,6.95E-05,1,,0.011683762,7.03E-05,1,,0.011419785,6.13E-05,1,,0.011156964,7.15E-05,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
Buffer_Onebit_(datasize=2_capacity=1_windowsize=1)eq=weak-bisim.dzn,12.85057783,12.673,1,1,1.111995935,0.52500425,1,15.95409822,15.27063946,1,,,,15.46103501,14.94642521,1,,16.10716414,15.35655279,1,,16.32418609,15.58251483,1,,16.29146791,15.54398971,1,,16.21079183,15.42617713,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
Buffer_Onebit_(datasize=2_capacity=2_windowsize=1)eq=branching-bisim.dzn,19.94863892,19.671,1,1,1.332426071,0.591012334,1,23.13399291,22.35343017,1,,,,23.114537,22.29461579,1,,23.0683341,22.25765354,1,,23.05960917,22.24136925,1,,23.11414385,22.31798154,1,,23.25479507,22.45826333,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
Buffer_Onebit_(datasize=2_capacity=2_windowsize=1)eq=branching-sim.dzn,20.11779785,19.852,1,1,1.403712988,0.637240166,1,23.13989496,22.36456058,1,,,,22.96651101,22.14275046,1,,23.01180005,22.23619833,1,,23.01462483,22.17156367,1,,22.57755494,21.97974267,1,,22.2698791,21.44479075,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
Buffer_Onebit_(datasize=2_capacity=2_windowsize=1)eq=strong-bisim.dzn,0.012493169,0.001,1,1,0.011191571,6.94E-05,1,0.011453044,6.58E-05,1,,,,0.01254276,6.04E-05,1,,0.011346984,7.25E-05,1,,0.011342192,7.30E-05,1,,0.010973883,6.88E-05,1,,0.01118443,7.24E-05,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
Buffer_Onebit_(datasize=2_capacity=2_windowsize=1)eq=weak-bisim.dzn,19.37038088,19.109,1,1,1.59318924,0.742512333,1,48.14756298,47.07642563,1,,,,48.09460711,47.21322713,1,,48.3294878,47.19167738,1,,48.53802371,47.38780579,1,,48.53003693,47.35237692,1,,48.79430699,47.63948333,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
Buffer_Onebit_(datasize=3_capacity=1_windowsize=1)eq=branching-bisim.dzn,46.16067672,45.648,1,1,3.03895092,1.33364975,1,180,,,,,,180,,,,180,,,,180,,,,180,,,,180,,,,UNSAT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,UNSAT,TIMEOUT
Buffer_Onebit_(datasize=3_capacity=1_windowsize=1)eq=branching-sim.dzn,47.02575684,46.465,1,1,3.049421787,1.287647084,1,180,,,,,,180,,,,180,,,,180,,,,180,,,,180,,,,UNSAT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,UNSAT,TIMEOUT
Buffer_Onebit_(datasize=3_capacity=1_windowsize=1)eq=strong-bisim.dzn,0.0126737,0.001,1,1,0.011130309,7.10E-05,1,0.011314523,6.48E-05,1,,,,0.011025977,4.91E-05,1,,0.011123216,7.03E-05,1,,0.011071384,3.97E-05,1,,0.010552394,6.29E-05,1,,0.011013174,6.99E-05,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
Buffer_Onebit_(datasize=3_capacity=1_windowsize=1)eq=weak-bisim.dzn,49.82498693,49.253,1,1,3.777388811,1.762889625,1,180,,,,,,180,,,,180,,,,180,,,,180,,,,180,,,,UNSAT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,UNSAT,TIMEOUT
Buffer_Onebit_(datasize=3_capacity=2_windowsize=1)eq=branching-bisim.dzn,79.21480322,78.298,1,1,5.39942193,2.346236292,1,180,,,,,,180,,,,180,,,,180,,,,180,,,,180,,,,UNSAT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,UNSAT,TIMEOUT
Buffer_Onebit_(datasize=3_capacity=2_windowsize=1)eq=branching-sim.dzn,79.05267811,78.128,1,1,5.324745178,2.366324708,1,180,,,,,,180,,,,180,,,,180,,,,180,,,,180,,,,UNSAT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,UNSAT,TIMEOUT
Buffer_Onebit_(datasize=3_capacity=2_windowsize=1)eq=strong-bisim.dzn,0.01258086,0,1,1,0.011168826,7.07E-05,1,0.011164153,4.13E-05,1,,,,0.01133455,4.67E-05,1,,0.011027253,6.90E-05,1,,0.010933602,5.85E-05,1,,0.010800922,6.77E-05,1,,0.011037505,6.75E-05,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
Buffer_Onebit_(datasize=3_capacity=2_windowsize=1)eq=weak-bisim.dzn,83.93201113,82.944,1,1,6.46000576,3.033432084,1,180,,,,,,180,,,,180,,,,180,,,,180,,,,180,,,,UNSAT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,UNSAT,TIMEOUT
Buffer_Par_(datasize=2_capacity=1_windowsize=1)eq=branching-bisim.dzn,0.019490731,0.005,207,0,0.01363858,0.001671125,1,0.013042343,0.001500625,1,444,0,205,0.01312108,0.001230667,1,205,0.01531589,0.003203083,13,227,0.013058615,0.001539041,1,205,0.014773142,0.002488708,13,227,0.014747453,0.003172166,13,227,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
Buffer_Par_(datasize=2_capacity=1_windowsize=1)eq=branching-sim.dzn,0.02397573,0.005,207,0,0.01349864,0.001690833,1,0.012809372,0.001534125,1,444,0,205,0.016126907,0.001286458,1,205,0.015170932,0.003212333,13,227,0.01323669,0.001499667,1,205,0.014356577,0.003195667,13,227,0.014338827,0.003230125,13,227,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
Buffer_Par_(datasize=2_capacity=1_windowsize=1)eq=strong-bisim.dzn,0.014063072,0.001,1,1,0.011254501,8.56E-05,1,0.011084664,8.85E-05,1,,,,0.01396997,7.14E-05,1,,0.011363316,8.37E-05,1,,0.011326778,6.68E-05,1,,0.010987008,7.21E-05,1,,0.011369765,5.94E-05,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
Buffer_Par_(datasize=2_capacity=1_windowsize=1)eq=weak-bisim.dzn,0.020621836,0.006,1,1,0.011950815,0.000312083,1,0.011859667,0.000269708,1,,,,0.012681389,0.000207708,1,,0.012174833,0.000281459,1,,0.011625051,0.000264208,1,,0.011695099,0.000263041,1,,0.011794579,0.000262667,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
Buffer_Par_(datasize=4_capacity=1_windowsize=1)eq=branching-bisim.dzn,0.0263026,0.011,507,0,0.019644785,0.006276917,1,0.017882967,0.006055625,1,1092,0,503,0.017420018,0.003867458,1,503,0.042870235,0.030296584,41,1753,0.017609692,0.005955,1,503,0.04338268,0.031560166,41,1753,0.05524441,0.030687291,41,1753,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
Buffer_Par_(datasize=4_capacity=1_windowsize=1)eq=branching-sim.dzn,0.030922151,0.016,507,0,0.020680273,0.009133416,1,0.018118346,0.006000792,1,1092,0,503,0.021387303,0.004667333,1,503,0.046916032,0.035031,41,1753,0.018349278,0.005984083,1,503,0.049193847,0.031788708,41,1753,0.053907311,0.0447,41,1753,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
Buffer_Par_(datasize=4_capacity=1_windowsize=1)eq=strong-bisim.dzn,0.013689101,0.001,1,1,0.011197639,8.43E-05,1,0.011207378,7.13E-05,1,,,,0.013885164,7.24E-05,1,,0.011678576,8.26E-05,1,,0.011180866,7.54E-05,1,,0.01106205,5.99E-05,1,,0.011297262,7.12E-05,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
Buffer_Par_(datasize=4_capacity=1_windowsize=1)eq=weak-bisim.dzn,0.02854923,0.015,1,1,0.012974942,0.000703125,1,0.012516522,0.000368834,1,,,,0.012805748,0.000570041,1,,0.013264704,0.000434875,1,,0.013158178,0.000543,1,,0.013449311,0.00053975,1,,0.012539542,0.000547416,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
Buffer_SWP_(datasize=2_capacity=1_windowsize=1)eq=branching-bisim.dzn,0.052818477,0.028,1,1,0.013806736,0.001177625,1,0.013234341,0.000877625,1,,,,0.015920722,0.0006645,1,,0.014234161,0.000878875,1,,0.013849545,0.000909792,1,,0.014348018,0.00375725,1,,0.013782644,0.000758125,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
Buffer_SWP_(datasize=2_capacity=1_windowsize=1)eq=branching-sim.dzn,0.043257987,0.029,1,1,0.013771021,0.001172167,1,0.013482726,0.000886833,1,,,,0.013410902,0.000594666,1,,0.013093328,0.000919916,1,,0.013295782,0.000894625,1,,0.012992311,0.000868541,1,,0.013222826,0.000896958,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
Buffer_SWP_(datasize=2_capacity=1_windowsize=1)eq=strong-bisim.dzn,0.013844311,0,1,1,0.011432183,9.60E-05,1,0.011201286,7.01E-05,1,,,,0.013298166,5.85E-05,1,,0.011386824,6.88E-05,1,,0.01136781,7.30E-05,1,,0.011145854,7.06E-05,1,,0.011266279,7.01E-05,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
Buffer_SWP_(datasize=2_capacity=1_windowsize=1)eq=weak-bisim.dzn,0.047427726,0.034,1,1,0.015643275,0.001774375,1,0.013804197,0.000822042,1,,,,0.017540109,0.00079825,1,,0.01485064,0.001006333,1,,0.014421988,0.00105575,1,,0.014645648,0.000986,1,,0.014659727,0.001011917,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
Buffer_SWP_(datasize=2_capacity=2_windowsize=1)eq=branching-bisim.dzn,0.063981771,0.039,1,1,0.015647924,0.001864916,1,0.015612197,0.001776333,1,,,,0.015807879,0.001350792,1,,0.014958847,0.001846916,1,,0.01563375,0.001798708,1,,0.015396965,0.00178175,1,,0.015525782,0.003383625,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
Buffer_SWP_(datasize=2_capacity=2_windowsize=1)eq=branching-sim.dzn,0.080320966,0.054,1,1,0.0156533,0.001835042,1,0.015375113,0.001776583,1,,,,0.015501881,0.001316667,1,,0.015209901,0.001778083,1,,0.014774418,0.001779166,1,,0.014922345,0.001312208,1,,0.015324819,0.00173775,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
Buffer_SWP_(datasize=2_capacity=2_windowsize=1)eq=strong-bisim.dzn,0.012502027,0.001,1,1,0.0110551,7.10E-05,1,0.011270356,7.03E-05,1,,,,0.012381291,6.00E-05,1,,0.011292613,5.23E-05,1,,0.011332667,6.35E-05,1,,0.011210275,6.85E-05,1,,0.011125255,7.08E-05,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
Buffer_SWP_(datasize=2_capacity=2_windowsize=1)eq=weak-bisim.dzn,0.066541648,0.04,1,1,0.017374325,0.00172975,1,0.016853356,0.001933625,1,,,,0.015588558,0.001261458,1,,0.016193223,0.0019895,1,,0.016436887,0.001950167,1,,0.016293442,0.001965917,1,,0.016764104,0.001927875,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
Buffer_SWP_(datasize=4_capacity=1_windowsize=1)eq=branching-bisim.dzn,0.13311733,0.095,1,1,0.020981371,0.003520916,1,0.017970371,0.003183583,1,,,,0.018695378,0.0022035,1,,0.017854834,0.002868375,1,,0.017665374,0.003235583,1,,0.018371105,0.002207375,1,,0.018040359,0.003204542,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
Buffer_SWP_(datasize=4_capacity=1_windowsize=1)eq=branching-sim.dzn,0.129788208,0.104,1,1,0.020103276,0.0035115,1,0.018024909,0.003164292,1,,,,0.018785226,0.002422167,1,,0.018300331,0.003220292,1,,0.018446219,0.002172375,1,,0.018811059,0.0032195,1,,0.019412267,0.003266458,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
Buffer_SWP_(datasize=4_capacity=1_windowsize=1)eq=strong-bisim.dzn,0.012606311,0.001,1,1,0.01118443,7.38E-05,1,0.010955751,7.98E-05,1,,,,0.012760293,4.99E-05,1,,0.011333084,6.41E-05,1,,0.010978532,4.46E-05,1,,0.011100101,6.79E-05,1,,0.01126101,5.84E-05,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
Buffer_SWP_(datasize=4_capacity=1_windowsize=1)eq=weak-bisim.dzn,0.138910651,0.114,1,1,0.023460507,0.005718541,1,0.019728637,0.007110208,1,,,,0.023002625,0.002609625,1,,0.02036854,0.003394541,1,,0.020169258,0.003378167,1,,0.020081174,0.003402917,1,,0.020102441,0.003202084,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
Buffer_SWP_(datasize=4_capacity=2_windowsize=1)eq=branching-bisim.dzn,0.248573065,0.223,1,1,0.027029312,0.006349708,1,0.024506104,0.008205792,1,,,,0.030119693,0.007919334,1,,0.026559973,0.005942917,1,,0.025396001,0.00593125,1,,0.026609528,0.00565525,1,,0.026518071,0.006032,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
Buffer_SWP_(datasize=4_capacity=2_windowsize=1)eq=branching-sim.dzn,0.255412745,0.215,1,1,0.026173067,0.008339917,1,0.025132382,0.005865625,1,,,,0.027702355,0.007686,1,,0.027202737,0.006430291,1,,0.02749126,0.006745583,1,,0.026727235,0.005896,1,,0.026739335,0.006496875,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
Buffer_SWP_(datasize=4_capacity=2_windowsize=1)eq=strong-bisim.dzn,0.012415802,0.001,1,1,0.011334264,4.40E-05,1,0.011377954,6.91E-05,1,,,,0.012578583,4.73E-05,1,,0.011332893,6.85E-05,1,,0.011290431,7.19E-05,1,,0.011379433,6.93E-05,1,,0.011208057,7.00E-05,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
Buffer_SWP_(datasize=4_capacity=2_windowsize=1)eq=weak-bisim.dzn,0.264300144,0.25,1,1,0.028617179,0.007473958,1,0.027995408,0.006239875,1,,,,0.034225523,0.010645708,1,,0.029569626,0.007491208,1,,0.029036927,0.006772959,1,,0.02822113,0.006378625,1,,0.028751481,0.006502541,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
CABP_Onebit_(datasize=2_capacity=1_windowsize=1)eq=strong-bisim.dzn,180,,,,180,,,180,,,,,,180,,,,180,,,,180,,,,180,,,,180,,,,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
CABP_Onebit_(datasize=3_capacity=1_windowsize=1)eq=strong-bisim.dzn,180,,,,180,,,180,,,,,,180,,,,180,,,,180,,,,180,,,,180,,,,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
CABP_Par_(datasize=2_capacity=1_windowsize=1)eq=branching-bisim.dzn,2.373453856,2.339,16658,0,12.4668448,12.37102071,1,8.604726076,8.518518917,1,74036,0,16652,9.002434015,8.91380875,1,16652,26.514112,26.42707096,2511,27337,8.901005983,8.797543875,1,16652,26.36741018,26.26396083,2511,27337,26.67796612,26.58229583,2511,27337,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
CABP_Par_(datasize=2_capacity=1_windowsize=1)eq=branching-sim.dzn,1.46292305,1.434,16658,0,12.26840305,12.17831329,1,8.347489834,8.262430875,1,74036,0,16652,7.887593985,7.816112459,1,16652,26.05499125,25.96492717,2511,27337,8.823044777,8.739083792,1,16652,26.79600978,26.69819375,2511,27337,26.97928238,26.89101125,2511,27337,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
CABP_Par_(datasize=2_capacity=1_windowsize=1)eq=strong-bisim.dzn,0.013316095,0.001,1,1,0.011574757,8.07E-05,1,0.01124208,5.25E-05,1,,,,0.013291204,6.83E-05,1,,0.01172626,9.05E-05,1,,0.011372936,6.86E-05,1,,0.011179531,7.35E-05,1,,0.011507785,7.03E-05,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
CABP_Par_(datasize=2_capacity=1_windowsize=1)eq=weak-bisim.dzn,1.529023886,1.499,4683,0,3.250058174,3.161105583,1,2.514745235,2.429578083,1,65111,0,4586,2.70163393,2.617007542,1,4586,180,,,,2.631561995,2.528051834,1,4586,180,,,,180,,,,SAT,TIMEOUT,SAT,TIMEOUT,TIMEOUT,SAT,SAT,SAT
CABP_Par_(datasize=4_capacity=1_windowsize=1)eq=branching-bisim.dzn,8.137976885,8.071,36760,0,60.55287409,60.35771075,1,46.52727509,46.33780617,1,167244,0,36752,48.15615511,47.97520196,1,36752,63.14580107,62.94260771,5789,26437,48.64462709,48.45312667,1,36752,62.39226985,62.19750838,5789,26437,62.77236891,62.57791721,5789,26437,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
