file,chuffed_time,chuffed_totalTime,chuffed_propagations,chuffed_failures,noc_bool_time,noc_bool_totalTime,noc_bool_conflicts,noc_int_time,noc_int_totalTime,noc_int_conflicts,noc_int_eagerLits,noc_int_lazyLits,noc_int_cpCalls,lazy_default_time,lazy_default_totalTime,lazy_default_conflicts,lazy_default_cpCalls,lazy_custom_time,lazy_custom_totalTime,lazy_custom_conflicts,lazy_custom_cpCalls,eager_default_time,eager_default_totalTime,eager_default_conflicts,eager_default_cpCalls,eager_custom_time,eager_custom_totalTime,eager_custom_conflicts,eager_custom_cpCalls,balanced_custom_time,balanced_custom_totalTime,balanced_custom_conflicts,balanced_custom_cpCalls,chuffed_status,eager_custom_status,eager_default_status,balanced_custom_status,lazy_custom_status,noc_int_status,noc_bool_status,lazy_default_status
"steadygame(20000,_1,_20,_1,_20)id=14.dzn",4.408877134,4.352,11510,145,37.41499496,37.22912042,25,44.60018492,44.42978925,6,128951,108947,10006,29.82761407,29.59081871,5,10050,180,,,,69.89516902,69.63106471,6,10006,180,,,,180,,,,SAT,TIMEOUT,SAT,TIMEOUT,TIMEOUT,SAT,SAT,SAT
"steadygame(20000,_1,_20,_1,_20)id=15.dzn",3.297039747,3.252,7982,15,27.34607887,27.16366733,8,180,,,,,,180,,,,180,,,,180,,,,180,,,,180,,,,SAT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,SAT,TIMEOUT
"steadygame(20000,_1,_20,_1,_20)id=16.dzn",3.919115782,3.872,1,1,0.332217085,0.146152375,1,0.467549431,0.312601083,1,,,,0.74346807,0.509451917,1,,0.731960893,0.502104709,1,,0.736439347,0.525649208,1,,0.736417615,0.50165625,1,,0.736538994,0.505900541,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
"steadygame(20000,_1,_20,_1,_20)id=17.dzn",3.324882984,3.282,7305,2,31.41153622,31.24305992,7,18.65578508,18.49293175,4,111860,91853,10005,27.66123486,27.415585,3,10064,180,,,,28.18849897,27.93248971,4,10005,180,,,,180,,,,SAT,TIMEOUT,SAT,TIMEOUT,TIMEOUT,SAT,SAT,SAT
"steadygame(20000,_1,_20,_1,_20)id=18.dzn",3.391635895,3.335,7034,0,30.24306083,30.05538958,1,25.79279184,25.64045458,5,115270,95268,9814,54.3066082,54.14443154,4,9877,180,,,,27.67870998,27.51293025,5,9814,180,,,,180,,,,SAT,TIMEOUT,SAT,TIMEOUT,TIMEOUT,SAT,SAT,SAT
"steadygame(20000,_1,_20,_1,_20)id=19.dzn",4.37350893,4.304,7849,0,39.29407001,39.07494146,1,19.35828805,19.14079796,3,144628,124621,9841,18.64071822,18.47501908,2,9875,180,,,,19.25332499,19.08909283,3,9841,180,,,,180,,,,SAT,TIMEOUT,SAT,TIMEOUT,TIMEOUT,SAT,SAT,SAT
"steadygame(20000,_1,_20,_1,_20)id=2.dzn",3.834262133,3.786,7752,0,35.230299,35.03281854,1,21.11900997,20.94754396,4,123264,103261,9978,21.04058099,20.86045371,4,10024,180,,,,22.29848909,22.11538746,4,9978,180,,,,180,,,,SAT,TIMEOUT,SAT,TIMEOUT,TIMEOUT,SAT,SAT,SAT
"steadygame(20000,_1,_20,_1,_20)id=20.dzn",3.116421938,3.071,1,1,0.299262965,0.148505916,1,0.358596754,0.258456917,1,,,,0.399018383,0.253728583,1,,0.402938974,0.262347542,1,,0.400500917,0.259175791,1,,0.396002913,0.271302875,1,,0.405379236,0.278157125,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
"steadygame(20000,_1,_20,_1,_20)id=21.dzn",2.90645504,2.864,7689,19,27.99659109,27.84419013,20,32.81861711,32.68097992,3,114515,94513,9904,18.92067194,18.74357204,3,9971,180,,,,39.92832708,39.73349163,3,9904,180,,,,180,,,,SAT,TIMEOUT,SAT,TIMEOUT,TIMEOUT,SAT,SAT,SAT
"steadygame(20000,_1,_20,_1,_20)id=22.dzn",3.360943794,3.316,7072,0,31.23046613,31.05354254,1,21.69871593,21.53068108,5,115876,95874,9941,27.95001411,27.77886229,5,9995,180,,,,23.60581708,23.42830654,5,9941,180,,,,180,,,,SAT,TIMEOUT,SAT,TIMEOUT,TIMEOUT,SAT,SAT,SAT
"steadygame(20000,_1,_20,_1,_20)id=23.dzn",3.276979923,3.226,7415,11,30.85449505,30.66251254,10,33.53940105,33.37731338,4,110581,90574,9859,18.13320398,17.96279546,4,9923,180,,,,36.52556109,36.35522221,4,9859,180,,,,180,,,,SAT,TIMEOUT,SAT,TIMEOUT,TIMEOUT,SAT,SAT,SAT
"steadygame(20000,_1,_20,_1,_20)id=24.dzn",2.73574996,2.693,1,1,0.236244118,0.097259,1,0.304828775,0.193605208,1,,,,0.341249084,0.212603708,1,,0.341410458,0.219977292,1,,0.335677266,0.2134345,1,,0.343192208,0.24460375,1,,0.342056811,0.209921583,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
"steadygame(20000,_1,_20,_1,_20)id=3.dzn",3.88120389,3.832,7676,1,33.53380895,33.33686988,2,22.61603522,22.45502167,6,121166,101163,9765,23.44844389,23.25996221,6,9822,180,,,,23.92817497,23.74442854,6,9765,180,,,,180,,,,SAT,TIMEOUT,SAT,TIMEOUT,TIMEOUT,SAT,SAT,SAT
"steadygame(20000,_1,_20,_1,_20)id=4.dzn",3.935435057,3.885,7604,2,36.57135916,36.36876654,5,19.56276917,19.380396,5,127942,107934,9987,17.44833899,17.26860054,3,10039,180,,,,18.48108387,18.33489508,5,9987,180,,,,180,,,,SAT,TIMEOUT,SAT,TIMEOUT,TIMEOUT,SAT,SAT,SAT
"steadygame(20000,_1,_20,_1,_20)id=5.dzn",4.107965946,4.054,1,1,0.351551175,0.179549416,1,0.527004087,0.357879958,1,,,,0.536017287,0.374021167,1,,0.537471533,0.378677333,1,,0.533623171,0.395211833,1,,0.526967084,0.365104,1,,0.534414971,0.385001458,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
"steadygame(20000,_1,_20,_1,_20)id=6.dzn",3.564964056,3.514,1,1,0.299981582,0.138199958,1,0.44728955,0.289154125,1,,,,0.446774936,0.304540875,1,,0.453502083,0.305639833,1,,0.4445678,0.294922667,1,,0.442978871,0.314002209,1,,0.442799771,0.320140208,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
"steadygame(20000,_1,_20,_1,_20)id=7.dzn",3.373361826,3.32,1,1,0.282459235,0.11441675,1,0.413719511,0.280775792,1,,,,0.41078465,0.27327775,1,,0.4124295,0.300002959,1,,0.408506823,0.260753875,1,,0.407640898,0.283639292,1,,0.405604625,0.279459791,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
"steadygame(20000,_1,_20,_1,_20)id=8.dzn",3.314199209,3.266,1,1,0.302395368,0.144720209,1,0.381993103,0.249722792,1,,,,0.401706088,0.270728208,1,,0.395789528,0.27236325,1,,0.392143512,0.2703095,1,,0.397180009,0.259913416,1,,0.394911885,0.266451542,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
"steadygame(20000,_1,_20,_1,_20)id=9.dzn",30.67175126,30.608,107150,3134,47.93045187,47.69855033,659,21.62650704,21.42067738,6,141718,121713,9889,25.43317294,25.22388008,6,9916,180,,,,22.43354988,22.22129258,6,9889,180,,,,180,,,,SAT,TIMEOUT,SAT,TIMEOUT,TIMEOUT,SAT,SAT,SAT
"steadygame(5000,_1,_20,_1,_20)id=0.dzn",0.627710402,0.589,1814,1,1.637193918,1.589866834,2,3.436912298,3.393342791,19,23323,18318,2492,1.212308168,1.182565458,17,2473,25.99475527,25.95406404,2,2407,3.424592972,3.368985167,19,2492,25.79670906,25.75656433,2,2407,25.71708417,25.66159179,2,2407,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
"steadygame(5000,_1,_20,_1,_20)id=1.dzn",0.822287798,0.801,1,1,0.08301692,0.033328208,1,0.069642329,0.026581875,1,,,,0.097905219,0.034050292,1,,0.092073393,0.033912875,1,,0.095771146,0.039504416,1,,0.094241571,0.033271666,1,,0.101245618,0.040537708,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
"steadygame(5000,_1,_20,_1,_20)id=10.dzn",0.724412858,0.686,1907,1,1.865540981,1.813132292,2,1.663780212,1.601954,50,28155,23152,2677,1.044754028,1.000407667,21,2513,10.64874482,10.58896663,4,2417,1.75436306,1.701896209,50,2677,10.31922007,10.27388663,4,2417,10.49003792,10.44600067,4,2417,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
"steadygame(5000,_1,_20,_1,_20)id=11.dzn",0.755034804,0.79,1,1,0.079906452,0.031527083,1,0.067530227,0.02568475,1,,,,0.09617728,0.041686084,1,,0.096486044,0.046818709,1,,0.099956322,0.06134475,1,,0.090387881,0.036924,1,,0.09427793,0.035187042,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
"steadygame(5000,_1,_20,_1,_20)id=12.dzn",0.706140125,0.663,2178,11,1.985873222,1.935213,7,1.321207047,1.279308875,3,27612,22609,2503,1.600382328,1.555115958,3,2518,102.3280919,102.2804178,9,2492,1.531229258,1.485534792,3,2503,101.722698,101.6704254,9,2492,102.088675,102.041891,9,2492,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
"steadygame(5000,_1,_20,_1,_20)id=13.dzn",0.607701004,0.573,1,1,0.057990122,0.025267334,1,0.047154975,0.019300417,1,,,,0.04561584,0.016599791,1,,0.057335138,0.017685666,1,,0.056362736,0.025227333,1,,0.058133364,0.026315959,1,,0.060851729,0.023229,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
"steadygame(5000,_1,_20,_1,_20)id=14.dzn",0.631441832,0.567,1,1,0.068748045,0.024938542,1,0.04940387,0.018845875,1,,,,0.063037312,0.020216208,1,,0.060751843,0.017383708,1,,0.058299959,0.029078542,1,,0.057882154,0.023991875,1,,0.060626841,0.028205875,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
"steadygame(5000,_1,_20,_1,_20)id=15.dzn",0.680303621,0.533,1,1,0.072566867,0.024229833,1,0.068079889,0.021279875,1,,,,0.069622183,0.027258416,1,,0.070828474,0.0294235,1,,0.074297047,0.023492083,1,,0.070620322,0.029206625,1,,0.069596732,0.035277292,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
"steadygame(5000,_1,_20,_1,_20)id=16.dzn",0.676893425,0.634,1,1,0.071528196,0.024222125,1,0.057275212,0.023114959,1,,,,0.064264798,0.025744792,1,,0.066119039,0.027995834,1,,0.065769327,0.032061209,1,,0.063646305,0.026332958,1,,0.066105294,0.03255925,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
"steadygame(5000,_1,_20,_1,_20)id=17.dzn",0.641020346,0.566,1682,0,1.630545139,1.587438792,1,0.845108724,0.77175625,2,24793,19789,2387,0.905443799,0.858053042,2,2398,67.41936183,67.35533163,21,2391,0.937326419,0.89615775,2,2387,68.25793004,68.20112267,21,2395,68.37427187,68.32167721,21,2395,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
"steadygame(5000,_1,_20,_1,_20)id=18.dzn",0.672410858,0.659,1733,0,1.726966143,1.680707208,1,1.230938911,1.179331459,5,25077,20070,2386,1.097110748,1.050460625,7,2419,24.73531389,24.68353492,3,2362,1.255299091,1.2052215,5,2386,25.17827296,25.13170883,3,2362,24.75602722,24.71447229,3,2362,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
"steadygame(5000,_1,_20,_1,_20)id=19.dzn",0.782631958,0.734,2047,3,2.103815079,2.04436375,5,0.899621725,0.827835666,6,28689,23685,2503,0.907457697,0.895336292,4,2520,11.11391997,11.06933258,4,2487,0.891093218,0.833828459,6,2503,11.16530704,11.10882921,4,2487,11.03032327,10.97978529,4,2487,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
"steadygame(5000,_1,_20,_1,_20)id=2.dzn",0.719278622,0.657,1,1,0.075133812,0.031699833,1,0.060624433,0.022885583,1,,,,0.060152876,0.02274125,1,,0.061004698,0.0219365,1,,0.056899953,0.016319041,1,,0.058171403,0.016118084,1,,0.058111548,0.024455834,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
"steadygame(5000,_1,_20,_1,_20)id=20.dzn",0.911354601,0.866,1,1,0.085762691,0.0414895,1,0.079177344,0.038311167,1,,,,0.060088325,0.026525584,1,,0.05232904,0.018739,1,,0.050398839,0.018695,1,,0.050445533,0.019672042,1,,0.051656282,0.018668209,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
"steadygame(5000,_1,_20,_1,_20)id=21.dzn",0.745605457,0.681,1878,2,1.889280081,1.83705425,3,1.480242014,1.433635542,6,28402,23397,2452,5.181178093,5.117787375,19,2508,14.68365788,14.610837,6,2433,2.144175053,2.075582833,6,2452,15.30745506,15.22692733,6,2433,14.82218695,14.74804321,6,2433,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
"steadygame(5000,_1,_20,_1,_20)id=22.dzn",0.675375962,0.657,2430,17,1.869581938,1.82034,32,3.012141943,2.970783167,97,23280,18277,2612,2.625452042,2.5729325,110,2634,29.66400194,29.59632771,5,2395,4.488684893,4.425419667,97,2612,29.76973987,29.71347975,5,2395,29.73832703,29.67979008,5,2395,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
"steadygame(5000,_1,_20,_1,_20)id=23.dzn",0.769684696,0.732,1947,0,2.061105013,2.01007675,1,1.176916838,1.125836625,8,30340,25335,2537,1.567418814,1.491776166,5,2550,18.53057718,18.45758942,4,2528,1.886219025,1.814105708,8,2537,17.59050918,17.51722954,4,2531,17.76526213,17.70461621,4,2531,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
"steadygame(5000,_1,_20,_1,_20)id=24.dzn",0.702555001,0.682,1,1,0.068342304,0.025701666,1,0.057140326,0.026637291,1,,,,0.051176131,0.016725042,1,,0.059538496,0.029101167,1,,0.053491867,0.021658417,1,,0.060423672,0.017655083,1,,0.059282935,0.015717666,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
"steadygame(5000,_1,_20,_1,_20)id=3.dzn",0.665430045,0.65,1960,4,1.685850859,1.640781333,8,1.361691952,1.323613,14,23891,18888,2457,1.045032978,0.99892475,31,2479,57.75956202,57.71452404,6,2367,1.381900072,1.334915167,14,2457,57.60483408,57.56914158,6,2367,56.59149885,56.54712929,6,2367,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
"steadygame(5000,_1,_20,_1,_20)id=4.dzn",0.623915815,0.601,1,1,0.067619574,0.025888458,1,0.053095686,0.020898125,1,,,,0.08235563,0.036514417,1,,0.081463861,0.035670041,1,,0.082505083,0.037404667,1,,0.083965266,0.031999708,1,,0.081001973,0.033953709,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
"steadygame(5000,_1,_20,_1,_20)id=5.dzn",0.70223645,0.685,1,1,0.06970644,0.0310435,1,0.061868572,0.029174334,1,,,,0.08769623,0.037930625,1,,0.089647198,0.043450125,1,,0.088123417,0.038103209,1,,0.088215423,0.039046959,1,,0.088366747,0.048201625,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
"steadygame(5000,_1,_20,_1,_20)id=6.dzn",0.625814223,0.566,1,1,6.227781057,6.191852334,1,0.051414347,0.018942375,1,,,,0.081275165,0.027286208,1,,0.082923257,0.0294495,1,,0.082880938,0.02980625,1,,0.079992366,0.036529125,1,,0.077468681,0.038804583,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
"steadygame(5000,_1,_20,_1,_20)id=7.dzn",0.67249223,0.628,1696,0,1.815165997,1.756929167,1,2.74169898,2.68811825,7,26404,21402,2465,1.002439976,0.95783125,6,2477,7.567698002,7.523489291,6,2431,2.91639185,2.865539541,7,2465,7.579100847,7.529812583,6,2431,7.64299798,7.602411083,6,2431,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
"steadygame(5000,_1,_20,_1,_20)id=8.dzn",0.604353988,0.549,1,1,0.069917452,0.032784708,1,0.047609818,0.02722925,1,,,,0.045169008,0.016288667,1,,0.054352367,0.018136916,1,,0.056925905,0.022755458,1,,0.058889902,0.02589675,1,,0.0543993,0.017130958,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
"steadygame(5000,_1,_20,_1,_20)id=9.dzn",0.638839459,0.613,1811,1,1.654770851,1.614268375,2,2.659795046,2.619889625,5,24953,19951,2416,4.12808609,4.083710792,5,2438,57.75779104,57.71383588,3,2406,2.934230566,2.883977833,5,2416,57.74496198,57.69683767,3,2406,57.72595191,57.68609167,3,2406,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
"steadygame(50000,_1,_20,_1,_20)id=0.dzn",11.774369,11.656,18777,0,180,,,153.965482,153.4707273,1,332110,282104,24802,157.2621288,156.722197,1,24886,180,,,,152.407882,151.8830543,1,24802,180,,,,180,,,,SAT,TIMEOUT,SAT,TIMEOUT,TIMEOUT,SAT,TIMEOUT,SAT
"steadygame(50000,_1,_20,_1,_20)id=1.dzn",8.90134716,8.803,1,1,0.777249634,0.377001583,1,1.584326267,1.23858225,1,,,,1.683399916,1.329830167,1,,1.650734186,1.287847708,1,,1.625252724,1.280753167,1,,1.754567862,1.421248042,1,,1.708112001,1.354283167,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
"steadygame(50000,_1,_20,_1,_20)id=10.dzn",11.5214901,11.414,18654,1,180,,,180,,,,,,180,,,,180,,,,180,,,,180,,,,180,,,,SAT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
"steadygame(50000,_1,_20,_1,_20)id=11.dzn",9.343698025,9.229,1,1,0.778795242,0.387426083,1,1.556470871,1.189793958,1,,,,1.712422371,1.35686775,1,,1.670278072,1.280403917,1,,1.724004984,1.35242825,1,,1.681152821,1.275206083,1,,1.71160388,1.311419209,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
"steadygame(50000,_1,_20,_1,_20)id=12.dzn",12.07569575,11.968,18875,0,180,,,164.1285691,163.6118525,4,335298,285295,24774,176.9271719,176.424894,4,24852,180,,,,167.0125999,166.5041236,4,24774,180,,,,180,,,,SAT,TIMEOUT,SAT,TIMEOUT,TIMEOUT,SAT,TIMEOUT,SAT
"steadygame(50000,_1,_20,_1,_20)id=13.dzn",11.60751581,11.495,18540,0,180,,,180,,,,,,180,,,,180,,,,180,,,,180,,,,180,,,,SAT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
"steadygame(50000,_1,_20,_1,_20)id=14.dzn",10.42838001,10.302,1,1,0.859373701,0.388223,1,1.814860821,1.423947208,1,,,,1.989891052,1.577672459,1,,1.918339729,1.502782083,1,,1.974185944,1.552504042,1,,1.957653046,1.512378833,1,,1.966772795,1.5658545,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
"steadygame(50000,_1,_20,_1,_20)id=15.dzn",9.857624054,9.733,1,1,0.766268444,0.350629125,1,1.780679226,1.39818875,1,,,,2.171843767,1.707766792,1,,2.114406109,1.680508958,1,,2.082155943,1.661838416,1,,2.121329069,1.694504083,1,,2.222510815,1.748061083,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
"steadygame(50000,_1,_20,_1,_20)id=16.dzn",9.23835063,9.13,1,1,0.789749813,0.366141125,1,1.620609045,1.254021208,1,,,,1.765368938,1.377905875,1,,1.647808075,1.269174541,1,,1.715543032,1.336529917,1,,1.71216321,1.333457917,1,,1.684170008,1.292761583,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
"steadygame(50000,_1,_20,_1,_20)id=17.dzn",10.41598582,10.296,1,1,0.860609698,0.241636958,1,1.856035709,1.464674,1,,,,1.871968031,1.479752916,1,,1.867174864,1.473174166,1,,1.99743104,1.570792917,1,,1.92702508,1.495847791,1,,1.904829264,1.505705208,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
"steadygame(50000,_1,_20,_1,_20)id=18.dzn",14.01371503,13.878,19791,2,180,,,136.5113809,135.9544705,3,390134,340124,25021,136.6563351,136.0687891,2,25066,180,,,,133.514581,132.9315374,3,25021,180,,,,180,,,,SAT,TIMEOUT,SAT,TIMEOUT,TIMEOUT,SAT,TIMEOUT,SAT
"steadygame(50000,_1,_20,_1,_20)id=19.dzn",10.542171,10.429,1,1,0.890593493,0.462716042,1,1.745807886,1.355589375,1,,,,1.76222682,1.37051425,1,,1.781466961,1.378369583,1,,1.78823185,1.372075208,1,,1.845196962,1.444993917,1,,1.79974699,1.401658625,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
"steadygame(50000,_1,_20,_1,_20)id=2.dzn",10.26052999,10.144,1,1,0.821872282,0.364008792,1,1.753576994,1.369065333,1,,,,1.753324032,1.373800625,1,,1.831933975,1.433134083,1,,1.803162813,1.409015792,1,,1.836928129,1.419745709,1,,1.762085915,1.3961315,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
"steadygame(50000,_1,_20,_1,_20)id=20.dzn",11.33482099,11.224,18325,0,180,,,180,,,,,,169.877856,169.3715643,6,24982,180,,,,180,,,,180,,,,180,,,,SAT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,SAT
"steadygame(50000,_1,_20,_1,_20)id=21.dzn",10.4684422,10.365,17989,0,180,,,180,,,,,,180,,,,180,,,,180,,,,180,,,,180,,,,SAT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
"steadygame(50000,_1,_20,_1,_20)id=22.dzn",8.669437408,8.566,1,1,0.696936679,0.290680292,1,1.500193119,1.146260792,1,,,,1.510137081,1.177103584,1,,1.558705091,1.199756583,1,,1.592440128,1.244293292,1,,1.552459955,1.202433834,1,,1.646835804,1.300910791,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
"steadygame(50000,_1,_20,_1,_20)id=23.dzn",11.83506203,11.696,1,1,0.951936066,0.447949208,1,2.20879817,1.7458015,1,,,,2.569429159,2.057798041,1,,2.524002075,2.000308459,1,,2.600664854,2.101876792,1,,2.601754904,2.096037375,1,,2.542156935,2.029245959,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
"steadygame(50000,_1,_20,_1,_20)id=24.dzn",11.41766405,11.303,18609,0,180,,,180,,,,,,180,,,,180,,,,180,,,,180,,,,180,,,,SAT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
"steadygame(50000,_1,_20,_1,_20)id=3.dzn",14.4029541,14.265,20294,1,180,,,150.2573612,149.6793017,5,384357,334347,24939,155.8265049,155.2472768,5,24971,180,,,,147.6256709,147.0471404,5,24939,180,,,,180,,,,SAT,TIMEOUT,SAT,TIMEOUT,TIMEOUT,SAT,TIMEOUT,SAT
"steadygame(50000,_1,_20,_1,_20)id=4.dzn",8.209453821,8.1,1,1,0.673139691,0.263133583,1,1.406189919,1.044793583,1,,,,1.147935152,0.881264125,1,,1.686669111,1.270164458,1,,1.639648676,1.238457041,1,,1.659682035,1.257717583,1,,1.616742849,1.211041916,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
"steadygame(50000,_1,_20,_1,_20)id=5.dzn",8.912653923,8.804,1,1,0.734496975,0.347046041,1,1.425342083,1.071860208,1,,,,1.53296423,1.159880625,1,,1.479327917,1.113855417,1,,1.505801916,1.13845575,1,,1.487736225,1.124654708,1,,1.491280079,1.129607208,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
"steadygame(50000,_1,_20,_1,_20)id=6.dzn",11.40422821,11.287,18647,0,180,,,180,,,,,,180,,,,180,,,,180,,,,180,,,,180,,,,SAT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
"steadygame(50000,_1,_20,_1,_20)id=7.dzn",13.19415283,13.064,20127,29,180,,,180,,,,,,180,,,,180,,,,180,,,,180,,,,180,,,,SAT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
"steadygame(50000,_1,_20,_1,_20)id=8.dzn",12.7011857,12.576,19664,3,180,,,159.6523387,159.1446736,6,350358,300347,24905,170.0672488,169.6457309,6,24970,180,,,,166.7292349,166.1990194,6,24905,180,,,,180,,,,SAT,TIMEOUT,SAT,TIMEOUT,TIMEOUT,SAT,TIMEOUT,SAT
"steadygame(50000,_1,_20,_1,_20)id=9.dzn",11.13835597,11.03,18327,1,180,,,170.2880549,169.8022905,4,320355,270350,24748,165.8312712,165.3326022,3,24844,180,,,,178.2929358,178.4388318,4,24748,180,,,,180,,,,SAT,TIMEOUT,SAT,TIMEOUT,TIMEOUT,SAT,TIMEOUT,SAT
SWP_SWP_(datasize=2_capacity=1_windowsize=1)eq=branching-bisim.dzn,3.047354937,2.962,1,1,0.365521288,0.15043225,1,3.141671181,2.912180125,1,,,,2.634902954,2.458635959,1,,3.273743868,3.041624584,1,,3.302628994,3.063208958,1,,3.206274033,2.984713125,1,,3.193310022,2.966464166,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
SWP_SWP_(datasize=2_capacity=1_windowsize=1)eq=branching-sim.dzn,4.15643692,4.079,1,1,0.371392298,0.152680667,1,3.214379787,2.995586791,1,,,,2.082553864,1.907696,1,,3.257133007,2.995439125,1,,3.213155031,2.962096167,1,,3.236538172,2.991879625,1,,3.180413008,2.935382459,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
SWP_SWP_(datasize=2_capacity=1_windowsize=1)eq=strong-bisim.dzn,0.618269825,0.599,2499,0,0.430622613,0.418646916,1,0.67592243,0.626130458,1,28207,0,2441,0.698572218,0.673286083,1,2441,108.4839191,108.44447,3,19257,0.704593372,0.43250275,1,2441,107.6547122,107.6124542,3,19257,108.8623581,108.8164113,3,19257,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
SWP_SWP_(datasize=2_capacity=1_windowsize=1)eq=weak-bisim.dzn,4.31534791,4.233,1,1,0.425763822,0.22691075,1,1.615336895,1.39589075,1,,,,1.684910059,1.419213875,1,,1.700683832,1.445932291,1,,1.651262999,1.40916925,1,,1.675786018,1.420787583,1,,1.68480587,1.437833959,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
